"","id","type","name","zone","coordinates","lon","lat","alt"
"48","1000050","tube","Clapham Common",2,"-.138311459464252400,51.461727933283946000,0",-0.138311459464252,51.4617279332839,0
"49","1000051","tube","Clapham North",2,"-.129531053727598040,51.464843732027760000,0",-0.129531053727598,51.4648437320278,0
"50","1000052","tube","Clapham South",2,"-.147982098639174410,51.452599834714476000,0",-0.147982098639174,51.4525998347145,0
"51","1000053","tube","Cockfosters",5,"-.149614715155877680,51.651687534574954000,0",-0.149614715155878,51.651687534575,0
"52","1000054","tube","Colindale",4,"-.250142587760251700,51.595286518799250000,0",-0.250142587760252,51.5952865187992,0
"53","1000055","tube","Colliers Wood",3,"-.177700936628786360,51.418071885122640000,0",-0.177700936628786,51.4180718851226,0
"54","1000056","tube","Covent Garden",1,"-.124159260603112690,51.512909586141590000,0",-0.124159260603113,51.5129095861416,0
"55","1000057","tube","Croxley",6,"-.441710992609101700,51.647046338116360000,0",-0.441710992609102,51.6470463381164,0
"56","1000058","tube","Dagenham East",5,".165874869677022780,51.544116734223610000,0",0.165874869677023,51.5441167342236,0
"57","1000059","tube","Dagenham Heathway",5,".147684194913217710,51.541627413616190000,0",0.147684194913218,51.5416274136162,0
"58","1000060","tube","Debden",6,".083837809879712370,51.645434322048956000,0",0.0838378098797124,51.645434322049,0
"59","1000061","tube","Dollis Hill",3,"-.238797558508156870,51.551903559056100000,0",-0.238797558508157,51.5519035590561,0
"60","1000062","tube","Ealing Broadway",3,"-.301500096369187100,51.514913033739160000,0",-0.301500096369187,51.5149130337392,0
"61","1000063","tube","Ealing Common",3,"-.288260381056999100,51.510124738537850000,0",-0.288260381056999,51.5101247385378,0
"62","1000064","tube","Earl's Court",1,"-.193545854058733800,51.491803907898900000,0",-0.193545854058734,51.4918039078989,0
"63","1000065","tube","East Acton",2,"-.247513203550207700,51.516582199054170000,0",-0.247513203550208,51.5165821990542,0
"64","1000067","tube","East Finchley",3,"-.164738305623223720,51.587271719132026000,0",-0.164738305623224,51.587271719132,0
"65","1000068","tube","East Ham",3,".051475548835470040,51.538926036547580000,0",0.05147554883547,51.5389260365476,0
"66","1000069","tube","East Putney",2,"-.211003174222271470,51.458804746350000000,0",-0.211003174222271,51.45880474635,0
"67","1000066","tube","Eastcote",5,"-.396844627186990200,51.576493044501650000,0",-0.39684462718699,51.5764930445017,0
"68","1000070","tube","Edgware",5,"-.274976006045290200,51.613623079849460000,0",-0.27497600604529,51.6136230798495,0
"69","1000073","tube","Elephant & Castle",1,"-.100729603883341970,51.495777047270740000,0",-0.100729603883342,51.4957770472707,0
"70","1000074","tube","Elm Park",6,".199180459239238080,51.549801253986864000,0",0.199180459239238,51.5498012539869,0
"71","1000075","tube","Embankment",1,"-.122360215814178660,51.507241796748396000,0",-0.122360215814179,51.5072417967484,0
"72","1000076","tube","Epping",6,".113866915583570900,51.693624607565480000,0",0.113866915583571,51.6936246075655,0
"73","1000077","tube","Euston",1,"-.133289718799315530,51.528596260899460000,0",-0.133289718799316,51.5285962608995,0
"74","1000078","tube","Euston Square",1,"-.135836140694320340,51.525561006016105000,0",-0.13583614069432,51.5255610060161,0
"75","1000079","tube","Fairlop",5,".090929226191151620,51.595680931861040000,0",0.0909292261911516,51.595680931861,0
"76","1000080","tube","Farringdon",1,"-.105065254236880330,51.520444754930790000,0",-0.10506525423688,51.5204447549308,0
"77","1000081","tube","Finchley Central",4,"-.192447107072110800,51.600976420785250000,0",-0.192447107072111,51.6009764207853,0
"78","1000082","tube","Finchley Road",2,"-.180494175915812260,51.547064834336794000,0",-0.180494175915812,51.5470648343368,0
"79","1000083","tube","Finsbury Park",2,"-.106512100282158470,51.564401648484590000,0",-0.106512100282158,51.5644016484846,0
"80","1000084","tube","Fulham Broadway",2,"-.194956844603215860,51.480529784298170000,0",-0.194956844603216,51.4805297842982,0
"81","1000085","tube","Gants Hill",4,".066115533982912160,51.576487548031560000,0",0.0661155339829122,51.5764875480316,0
"82","1000086","tube","Gloucester Road",1,"-.182989526482896930,51.494239783916480000,0",-0.182989526482897,51.4942397839165,0
"83","1000087","tube","Golders Green",3,"-.193993261252232000,51.572221393232800000,0",-0.193993261252232,51.5722213932328,0
"84","1000088","tube","Goldhawk Road",2,"-.226748329203583370,51.501952197301270000,0",-0.226748329203583,51.5019521973013,0
"85","1000089","tube","Goodge Street",1,"-.134662152092394320,51.520424996045500000,0",-0.134662152092394,51.5204249960455,0
"86","1000090","tube","Grange Hill",5,".092146407242701880,51.613349857801460000,0",0.0921464072427019,51.6133498578015,0
"87","1000091","tube","Great Portland Street",1,"-.143956086447368930,51.523720314628890000,0",-0.143956086447369,51.5237203146289,0
"88","1000093","tube","Green Park",1,"-.142927422207874380,51.506850108502306000,0",-0.142927422207874,51.5068501085023,0
"89","1000092","tube","Greenford",4,"-.346444146567460000,51.542302026759124000,0",-0.34644414656746,51.5423020267591,0
"90","1000095","tube","Hainault",5,".093119014044497110,51.603727217978240000,0",0.0931190140444971,51.6037272179782,0
"91","1000098","tube","Hampstead",2,"-.178219762924764630,51.556688476264430000,0",-0.178219762924765,51.5566884762644,0
"92","1000099","tube","Hanger Lane",3,"-.293007522620696200,51.530006403588040000,0",-0.293007522620696,51.530006403588,0
"93","1000103","tube","Hatton Cross",5,"-.423409349454662700,51.466614173462760000,0",-0.423409349454663,51.4666141734628,0
"94","1000104","tube","Heathrow Terminal 4",6,"-.446058766977937300,51.458553104092005000,0",-0.446058766977937,51.458553104092,0
"95","1000106","tube","Hendon Central",3,"-.226496207803293200,51.583293830072000000,0",-0.226496207803293,51.583293830072,0
"96","1000107","tube","High Barnet",5,"-.194751021947520400,51.650601170588565000,0",-0.19475102194752,51.6506011705886,0
"97","1000110","tube","High Street Kensington",1,"-.192503135590810750,51.500673420263205000,0",-0.192503135590811,51.5006734202632,0
"98","1000108","tube","Highbury & Islington",2,"-.103964238784979300,51.546229491737870000,0",-0.103964238784979,51.5462294917379,0
"99","1000109","tube","Highgate",3,"-.146638422561128380,51.577597829618790000,0",-0.146638422561128,51.5775978296188,0
"100","1000111","tube","Hillingdon",6,"-.449926295661858930,51.553716844570935000,0",-0.449926295661859,51.5537168445709,0
"101","1000112","tube","Holborn",1,"-.120008849244825100,51.517438783075970000,0",-0.120008849244825,51.517438783076,0
"102","1000113","tube","Holland Park",2,"-.205728672749766300,51.507334043150680000,0",-0.205728672749766,51.5073340431507,0
"103","1000114","tube","Holloway Road",2,"-.112925632539152260,51.552750537878600000,0",-0.112925632539152,51.5527505378786,0
"104","1000115","tube","Hornchurch",6,".219018986707928050,51.554005256006330000,0",0.219018986707928,51.5540052560063,0
"105","1000116","tube","Hounslow Central",4,"-.366922420319065300,51.471083300365436000,0",-0.366922420319065,51.4710833003654,0
"106","1000117","tube","Hounslow East",4,"-.356695318244920060,51.473170615833226000,0",-0.35669531824492,51.4731706158332,0
"107","1000118","tube","Hounslow West",5,"-.385731868407531600,51.473034798965720000,0",-0.385731868407532,51.4730347989657,0
"108","1000119","tube","Hyde Park Corner",1,"-.152748811981766980,51.502760411212570000,0",-0.152748811981767,51.5027604112126,0
"109","1000120","tube","Ickenham",6,"-.442026555689012170,51.561984742559240000,0",-0.442026555689012,51.5619847425592,0
"110","1000121","tube","Kennington",2,"-.105485152526283220,51.488119530611540000,0",-0.105485152526283,51.4881195306115,0
"111","1000123","tube","Kentish Town",2,"-.140464192953272140,51.550303762237870000,0",-0.140464192953272,51.5503037622379,0
"112","1000126","tube","Kilburn",2,"-.204633341254655960,51.546879502456840000,0",-0.204633341254656,51.5468795024568,0
"113","1000127","tube","Kilburn Park",2,"-.193965947368527200,51.535069084357000000,0",-0.193965947368527,51.535069084357,0
"114","1000128","tube","Kingsbury",4,"-.278799057434066500,51.584756866190325000,0",-0.278799057434067,51.5847568661903,0
"115","1000130","tube","Knightsbridge",1,"-.160507091328832150,51.501551433201136000,0",-0.160507091328832,51.5015514332011,0
"116","1000131","tube","Ladbroke Grove",2,"-.210861917848587150,51.517188449881736000,0",-0.210861917848587,51.5171884498817,0
"117","1000132","tube","Lambeth North",1,"-.111760270277701970,51.499058148698570000,0",-0.111760270277702,51.4990581486986,0
"118","1000133","tube","Lancaster Gate",1,"-.175428659257816700,51.511821534588610000,0",-0.175428659257817,51.5118215345886,0
"119","1000134","tube","Latimer Road",2,"-.217779301792146050,51.513543593897175000,0",-0.217779301792146,51.5135435938972,0
"120","1000135","tube","Leicester Square",1,"-.128235532172760460,51.511221028367200000,0",-0.12823553217276,51.5112210283672,0
"121","1000136","tube","Leyton",3,"-.005619879781309080,51.556432927054910000,0",-0.00561987978130908,51.5564329270549,0
"122","1000137","tube","Leytonstone",3,".008215047486340644,51.568185263674590000,0",0.00821504748634064,51.5681852636746,0
"123","1000138","tube","Liverpool Street",1,"-.082965709456943840,51.517351230751740000,0",-0.0829657094569438,51.5173512307517,0
"124","1000139","tube","London Bridge",1,"-.086922404191941930,51.505499353249796000,0",-0.0869224041919419,51.5054993532498,0
"125","1000140","tube","Loughton",6,".055311997154570370,51.641512759080584000,0",0.0553119971545704,51.6415127590806,0
"126","1000141","tube","Maida Vale",2,"-.185625902229911570,51.529760016810314000,0",-0.185625902229912,51.5297600168103,0
"127","1000142","tube","Manor House",2,"-.095712466704881360,51.570756005284366000,0",-0.0957124667048814,51.5707560052844,0
"128","1000143","tube","Mansion House",1,"-.094187135312932570,51.512021200956030000,0",-0.0941871353129326,51.512021200956,0
"129","1000144","tube","Marble Arch",1,"-.158438046626587060,51.513543293181170000,0",-0.158438046626587,51.5135432931812,0
"130","1000145","tube","Marylebone",1,"-.163104487142123720,51.522223341970424000,0",-0.163104487142124,51.5222233419704,0
"131","1000146","tube","Mile End",2,"-.033404170381106150,51.525091871834480000,0",-0.0334041703811062,51.5250918718345,0
"132","1000147","tube","Mill Hill East",4,"-.209894419946043500,51.608258895239280000,0",-0.209894419946043,51.6082588952393,0
"133","1000148","tube","Monument",1,"-.088942732741562510,51.513347819184280000,0",-0.0889427327415625,51.5133478191843,0
"134","1000150","tube","Moor Park",6,"-.432666848603920740,51.629731090477620000,0",-0.432666848603921,51.6297310904776,0
"135","1000149","tube","Moorgate",1,"-.089006315013091150,51.518367249884620000,0",-0.0890063150130912,51.5183672498846,0
"136","1000151","tube","Morden",4,"-.194790700834515200,51.402336940766870000,0",-0.194790700834515,51.4023369407669,0
"137","1000152","tube","Mornington Crescent",2,"-.138842529989899570,51.534206610602570000,0",-0.1388425299899,51.5342066106026,0
"138","1000153","tube","Neasden",3,"-.249782872822431580,51.553965717461770000,0",-0.249782872822432,51.5539657174618,0
"139","1000154","tube","Newbury Park",4,".090337313681270550,51.575572493610600000,0",0.0903373136812706,51.5755724936106,0
"140","1000157","tube","North Acton",2,"-.259737385737795140,51.523365556364130000,0",-0.259737385737795,51.5233655563641,0
"141","1000158","tube","North Ealing",3,"-.289004979762560500,51.517555160358675000,0",-0.289004979762561,51.5175551603587,0
"142","1000160","tube","North Greenwich",2,".003607416938325964,51.500181823992640000,0",0.00360741693832596,51.5001818239926,0
"143","1000161","tube","North Harrow",5,"-.362223573258194200,51.584791846729885000,0",-0.362223573258194,51.5847918467299,0
"144","1000159","tube","Northfields",3,"-.314156832664969850,51.499276482193580000,0",-0.31415683266497,51.4992764821936,0
"145","1000162","tube","Northolt",5,"-.368459834282661160,51.548150439002740000,0",-0.368459834282661,51.5481504390027,0
"146","1000164","tube","Northwick Park",4,"-.318206356876206400,51.578592841487520000,0",-0.318206356876206,51.5785928414875,0
"147","1000165","tube","Northwood",6,"-.423860793851574430,51.611159228903716000,0",-0.423860793851574,51.6111592289037,0
"148","1000166","tube","Northwood Hills",6,"-.409298630674160700,51.600494576500000000,0",-0.409298630674161,51.6004945765,0
"149","1000167","tube","Notting Hill Gate",1,"-.196537685407762500,51.509063533643740000,0",-0.196537685407763,51.5090635336437,0
"150","1000168","tube","Oakwood",5,"-.131841721300937210,51.647583649194110000,0",-0.131841721300937,51.6475836491941,0
"151","1000169","tube","Old Street",1,"-.087549731436462540,51.525601323369810000,0",-0.0875497314364625,51.5256013233698,0
"152","1000171","tube","Osterley",4,"-.351994404645611300,51.480928804588714000,0",-0.351994404645611,51.4809288045887,0
"153","1000172","tube","Oval",2,"-.112893408798067650,51.482105452338025000,0",-0.112893408798068,51.482105452338,0
"154","1000173","tube","Oxford Circus",1,"-.141768983668966370,51.515123799037090000,0",-0.141768983668966,51.5151237990371,0
"155","1000174","tube","Paddington",1,"-.175390006010324200,51.515310415793490000,0",-0.175390006010324,51.5153104157935,0
"156","1000176","tube","Park Royal",3,"-.284228015904849400,51.526901379245410000,0",-0.284228015904849,51.5269013792454,0
"157","1000177","tube","Parsons Green",2,"-.201234656583119650,51.475095330474790000,0",-0.20123465658312,51.4750953304748,0
"158","1000178","tube","Perivale",4,"-.323852038492346400,51.536594089926690000,0",-0.323852038492346,51.5365940899267,0
"159","1000179","tube","Piccadilly Circus",1,"-.134006365558421630,51.510026995270750000,0",-0.134006365558422,51.5100269952707,0
"160","1000180","tube","Pimlico",1,"-.133748665287791170,51.489193760110520000,0",-0.133748665287791,51.4891937601105,0
"161","1000181","tube","Pinner",5,"-.380919804150348800,51.592857630090860000,0",-0.380919804150349,51.5928576300909,0
"162","1000182","tube","Plaistow",3,".017804698696490015,51.531218392483616000,0",0.01780469869649,51.5312183924836,0
"163","1000183","tube","Preston Road",4,"-.295256300158967800,51.572037991815020000,0",-0.295256300158968,51.572037991815,0
"164","1000184","tube","Putney Bridge",2,"-.208976678487921420,51.467902222271880000,0",-0.208976678487921,51.4679022222719,0
"165","1000185","tube","Queensbury",4,"-.285785681643207800,51.594347148072560000,0",-0.285785681643208,51.5943471480726,0
"166","1000187","tube","Queensway",1,"-.187434461364574480,51.510380051624610000,0",-0.187434461364574,51.5103800516246,0
"167","1000188","tube","Ravenscourt Park",2,"-.236258353945599400,51.494136531497860000,0",-0.236258353945599,51.4941365314979,0
"168","1000189","tube","Rayners Lane",5,"-.371005563517764870,51.574976703881340000,0",-0.371005563517765,51.5749767038813,0
"169","1000190","tube","Redbridge",4,".045423116107576156,51.576301792400690000,0",0.0454231161075762,51.5763017924007,0
"170","1000191","tube","Regent's Park",1,"-.146862634752862040,51.523505503468370000,0",-0.146862634752862,51.5235055034684,0
"171","1000193","tube","Rickmansworth",6,"-.473712107018385900,51.640272706988570000,0",-0.473712107018386,51.6402727069886,0
"172","1000194","tube","Roding Valley",5,".043864415463376070,51.617115241205420000,0",0.0438644154633761,51.6171152412054,0
"173","1000195","tube","Rotherhithe",2,"-.052180998321318894,51.501005694266450000,0",-0.0521809983213189,51.5010056942665,0
"174","1000196","tube","Royal Oak",2,"-.188230043028310500,51.519017120333290000,0",-0.188230043028311,51.5190171203333,0
"175","1000197","tube","Ruislip",6,"-.421455074014979600,51.571449113222800000,0",-0.42145507401498,51.5714491132228,0
"176","1000198","tube","Ruislip Gardens",5,"-.411039284928411100,51.560588503076744000,0",-0.411039284928411,51.5605885030767,0
"177","1000199","tube","Ruislip Manor",6,"-.412345792093259500,51.573187677867050000,0",-0.41234579209326,51.573187677867,0
"178","1000200","tube","Russell Square",1,"-.124310055647967780,51.522912845083240000,0",-0.124310055647968,51.5229128450832,0
"179","1000201","tube","Seven Sisters",3,"-.072491881494998600,51.583354184664740000,0",-0.0724918814949986,51.5833541846647,0
"180","1000202","tube","Shadwell",2,"-.056904475684454184,51.511228978184640000,0",-0.0569044756844542,51.5112289781846,0
"181","1000206","tube","Sloane Square",1,"-.156486231690913330,51.492287824097220000,0",-0.156486231690913,51.4922878240972,0
"182","1000207","tube","Snaresbrook",4,".021490462438689930,51.580827019760860000,0",0.0214904624386899,51.5808270197609,0
"183","1000208","tube","South Ealing",3,"-.307018839246706250,51.501367936344180000,0",-0.307018839246706,51.5013679363442,0
